remote_id	family	created_at	model	temperature	title
CxvGww0rhCeqzFELPOQBD	929	1709601920	kayra-v1	1.5	Mythmaker - Working Copy (26)
oByFS9-0LmQJdBgshAXpT	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (27)
rcmxYcV_5T2CtGiTB_3yF	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (28)
BlKdFcl7yfwFHuABJgNST	929	1709601920	kayra-v1	1.52	Mythmaker - Working Copy (29)
SmKI9fH7HjnobyQIj1HcI	929	1709601920	kayra-v1	1.5	Mythmaker - Working Copy (2)
Ej2m3hPTCn0iF0B-pmL0y	929	1709601920	kayra-v1	1.52	Mythmaker - Working Copy (30)
jtSmkfimklCbxKcDWR158	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (31)
JHP3-KzRU6WgYdviAW7eX	929	1709601920	kayra-v1	1.58	Mythmaker - Working Copy (32)
oguM3dgNmqrFabNC104-H	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (33)
n3PRKn6B-_2MVMDh9OULn	929	1709601920	kayra-v1	1.44	Mythmaker - Working Copy (34)
4N8DMe_zTOPLBpZa7BcR_	929	1709601920	kayra-v1	1.38	Mythmaker - Working Copy (35)
W0pd3mdTcd40TF5rykXzL	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (36)
h0AQJZv6h8m_VhmAz8ZSB	929	1709601920	kayra-v1	1.71	Mythmaker - Working Copy (37)
W25ERAvW8TlN-py1j-M3U	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (38)
IEJHllNSfPbZ1NOyGyWMM	929	1709601920	kayra-v1	1.32	Mythmaker - Working Copy (39)
7lTys2ItcgIh42KglC66R	929	1709601920	kayra-v1	2	Mythmaker - Working Copy (3)
qtekkextyFZ32y13jCAcK	929	1709601920	kayra-v1	1.42	Mythmaker - Working Copy (40)
RsRT4ehlGlJn-4FuDKdDv	929	1709601920	kayra-v1	1.42	Mythmaker - Working Copy (41)
to-fp3njAfyuwS3ZHHFuN	929	1709601920	kayra-v1	1.72	Mythmaker - Working Copy (42)
4dLnXqYN0QWZS5chA-S6T	929	1709601920	kayra-v1	1.72	Mythmaker - Working Copy (43)
XhuJsyH9wKJDoUfJg1xbe	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (44)
bHCJWnAvu8WAROkfqikjk	929	1709601920	kayra-v1	1	Mythmaker - Working Copy (45)
ra-xFfpXF-yb66bKn1WTb	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (45)
1xnm3XN3ptmKVtd4POWSS	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (46)
wKPTNVX0EXSg9i-VugEaB	929	1709601920	kayra-v1	1.5	Mythmaker - Working Copy (46)
3RTDtKhZKhrgs1_Pvh0Q3	929	1709601920	kayra-v1	1.27	Mythmaker - Working Copy (47)
E_6nbWie7n-fTJ8jTHLM0	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (47)
o-UTs87invTt1TEFHyHoB	929	1709601920	kayra-v1	1.47	Mythmaker - Working Copy (47)
2uHXaFmKOE_1euJJKoVmo	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (48)
rV_EnKcF6eX_aTSccd0aJ	929	1709601920	kayra-v1	1.7	Mythmaker - Working Copy (48)
cODV5eyOrYvjg72t1TuwC	929	1709601920	kayra-v1	1.5	Mythmaker - Working Copy (49)
kzhqTbsTF5FxB8xTJa2ei	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (49)
S5fIj-7-RsohhzvIbm7kM	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (4)
-F2WSMs7BMeXYSD3evqNc	929	1709601920	kayra-v1	1.71	Mythmaker - Working Copy (50)
u05C7OmT1HQIWg6qqUXoS	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (50)
chgyeczkbcyfYgeOE1wPd	929	1709601920	kayra-v1	1.52	Mythmaker - Working Copy (51)
jhS0RdV5bpE55zJ0yh5GT	929	1709601920	kayra-v1	1.71	Mythmaker - Working Copy (51)
a9d_zHWY8isbbAFftRDf_	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (52)
w6NXQykUwiyZaZwOx1i3s	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (52)
hwTiGiPiqkAmKJOhR4X23	929	1709601920	kayra-v1	1.16	Mythmaker - Working Copy (53)
QMEi4xupezRg3YYUDJYWk	929	1709601920	kayra-v1	1.64	Mythmaker - Working Copy (54)
lHeTwaQs19M20zzhluRK1	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (55)
EbeR86wNJftpBCgJ-Oppz	929	1709601920	kayra-v1	1	Mythmaker - Working Copy (56)
THD5lpGHfSQL1S9dlEmBC	929	1709601920	kayra-v1	1.56	Mythmaker - Working Copy (57)
wfUHpHVTAS39X8MC_uU97	929	1709601920	kayra-v1	1.56	Mythmaker - Working Copy (59)
UgUnZ_GzALX_kAtdqFkbO	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (5)
qiDKmkh1Scbq0394lxohx	929	1709601920	kayra-v1	1.56	Mythmaker - Working Copy (60)
pu4OiXycLcJ_We2NKgOTE	929	1709601920	kayra-v1	1.65	Mythmaker - Working Copy (61)
kYAQkcL36hbOwdSTh3Psl	929	1709601920	kayra-v1	1.65	Mythmaker - Working Copy (62)
Tq38OXq-sUoToreV8KFsy	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (63)
RNSCAjBa1GCUQRJavuuz3	929	1709601920	kayra-v1	1.5	Mythmaker - Working Copy (64)
4ukWQ6AynyRflcgyRS3i5	929	1709601920	kayra-v1	2	Mythmaker - Working Copy (65)
I92UvvQgC2-ak__1laEvx	929	1709601920	kayra-v1	1.5	Mythmaker - Working Copy (66)
W859rHj9Ye7lih11i3xl4	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (6)
XG46aSKFrdODbrY2ylZXa	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (7)
c6Klj-nBnim8PIjw7zZHv	929	1709601920	kayra-v1	2	Mythmaker - Working Copy (8)
O0oRrYbOoYPithKpUxwRC	929	1709601920	kayra-v1	2.5	Mythmaker - Working Copy (9)
bxGR1uC-kiDXD85sWoxSJ	929	1709601920	kayra-v1	1.6	Mythmaker - Working Copy
-cgt6pYZqbUK9BmU7EOvM	1186	1712782305	kayra-v1	1.61	New Story (10)
0DnnAoX68sbUMr5rlufoZ	1027	1712697480	kayra-v1	1.96	New Story (10)
0KkH7IhHHae01DSUkiCSn	1689	1719414910	kayra-v1	1	New Story (10)
2ZEzlW3VanfhsIgEwysoR	1781	1700184573	kayra-v1	2.12	New Story (10)
5Jj019_-NxvUGiqikScT-	1133	1725346871	llama-3-erato-v1	1	New Story (10)
68678ZexCwojS-McfXeuW	1781	1700184573	kayra-v1	1.38	New Story (10)
83vT_hCh_SjzyN7RKjbRI	853	1703709187	kayra-v1	1.5	New Story (10)
GxVKt5r3it58d_5WYAmWr	1737	1680380728	clio-v1	2.5	New Story (10)
Jr_4fvrxPR2ZOrpKVEdnI	1737	1680380728	clio-v1	2.5	New Story (10)
K7nQ2mbITvi8mPU80X3hZ	1781	1700184573	kayra-v1	1.49	New Story (10)
KM9OWsr0Npk6WF1nucJGE	1536	1678902281	kayra-v1	1.6	New Story (10)
PMLgUY8_JaXe_1Ufza8mC	1629	1643841043	kayra-v1	2.5	New Story (10)
QzVCT1wvM6VQKgP2ulEeV	890	1737851259	kayra-v1	1.35	New Story (10)
Sn5J4GZXudmJwNc3Fes1K	1651	1724464266	kayra-v1	1.48	New Story (10)
YlqmLPiEZ4gCUOOD7AWLu	1555	1722310617	kayra-v1	1.88	New Story (10)
a6jh2T541PIdS0H0gHnDz	1781	1700184573	kayra-v1	1.77	New Story (10)
aCdL-aevreUHvPWg-hwIm	929	1709601920	kayra-v1	2.5	New Story (10)
doLdneeo8IXTMyUK-fRJF	1492	1678632380	krake-v2	1.18	New Story (10)
fI5M9FytHARIbLXHFVN-O	890	1737851259	kayra-v1	1.35	New Story (10)
fte08-wh81BQZN6yImilT	1492	1678632380	euterpe-v2	0.93	New Story (10)
iP3cj1fShMTnCCiOiMw8M	1185	1683842243	kayra-v1	1.87	New Story (10)
mlk14Q8BnHc4ZpnBdZqMN	1557	1724206388	llama-3-erato-v1	1.42	New Story (10)
nwYu6C6Ovgk1w7F2KdXgn	1185	1683842243	kayra-v1	1	New Story (10)
oNhMHkVWRMrgta2n8C5Gt	1629	1643841043	clio-v1	2.5	New Story (10)
qX5na5pf3cB2Roqk2s2SR	1336	1685643993	kayra-v1	1.41	New Story (10)
rvxmmSc39tgmwwWsdL36O	1187	1690027531	kayra-v1	1.7	New Story (10)
sqnC-3XdWJjW7fsz7rDXF	1126	1739151026	llama-3-erato-v1	1.37	New Story (10)
tWepp2YHtpZuRKyKN0wAo	1197	1703078157	kayra-v1	2.5	New Story (10)
-PJjYemlddK4RKAhmdW8Q	853	1703709187	kayra-v1	1.5	New Story (11)
None	1185	1683842243	kayra-v1	1	New Story (11)
None	1557	1724206388	llama-3-erato-v1	1.42	New Story (11)
91iABiA1ZzNrNwfKm6ZZd	1781	1700184573	kayra-v1	1.16	New Story (11)
9Ds2UvnK32URhRXeU9HHI	1737	1680380728	clio-v1	2.5	New Story (11)
BWgC-Y31GULiP1XAprWiY	1186	1712782305	kayra-v1	2.5	New Story (11)
DhFLjvi--X8XzrwiigoNG	1133	1725346871	llama-3-erato-v1	1	New Story (11)
ET5ak8AtV3YDVnqmMKCxL	1133	1725346871	llama-3-erato-v1	1	New Story (11)
FiG3r63umqi5gzyEaDxBu	1027	1712697480	kayra-v1	1.43	New Story (11)
MgN7OxFoYUWOZKiGZQkM3	1197	1703078157	kayra-v1	1.45	New Story (11)
P2W_gCm27zITk5TPh8Ub1	1133	1725346871	llama-3-erato-v1	1	New Story (11)
PbK81QJccdJMHQHNsAq6i	1555	1722310617	kayra-v1	1.87	New Story (11)
Pca2-TN1wm5KejiNPc09A	1629	1643841043	clio-v1	2.5	New Story (11)
Ti-_tIvy10KZVSuo-7opC	1536	1678902281	kayra-v1	1.49	New Story (11)
U3eyb1KbZZ1KIytgLFMeg	1629	1643841043	kayra-v1	2.5	New Story (11)
XZ4kG5_SXf8q0of6_u5mo	1781	1700184573	kayra-v1	1.57	New Story (11)
g0C0tp-I4h_nvPXnmNz6l	1737	1680380728	clio-v1	2.5	New Story (11)
n5YGNiRg-A31_V09jQzVI	1536	1678902281	kayra-v1	1.48	New Story (11)
pNrNIyYNtdfmgcvlmbi5s	1027	1712697480	kayra-v1	2.5	New Story (11)
pPxj14a-7d2cCL-XUwkIU	1187	1690027531	kayra-v1	2.5	New Story (11)
tklbiz-tA7MQ6i3DQ-5OE	1689	1719414910	kayra-v1	1	New Story (11)
vtElU-G3zpCnJW4FJci9L	929	1709601920	kayra-v1	1.4	New Story (11)
yhRN7C8-rEx79RlgQa8hL	1781	1700184573	kayra-v1	2.5	New Story (11)
yv8pyTw9ryaujpHDBlkOJ	1492	1678632380	krake-v2	1.49	New Story (11)
zES3TleFRO5Q2Jsp44593	1185	1683842243	kayra-v1	1.66	New Story (11)
-4O2LmvNDbalD33Ec60me	1492	1678632380	krake-v2	2.5	New Story (12)
-bbC1r7PhdJ1tTzFGnC5J	1629	1643841043	kayra-v1	1.35	New Story (12)
02lyWm6VoUGYBdpXWLP4C	1781	1700184573	kayra-v1	1.26	New Story (12)
1MQIkakwniRu4N54EqR_B	929	1709601920	kayra-v1	2	New Story (12)
1fvbrNh1QTdKZw7F1U3b4	1737	1680380728	clio-v1	1.68	New Story (12)
4s1oMp5fzwzGQoYaor9bd	1536	1678902281	kayra-v1	1.49	New Story (12)
6CLZk6X4eK61M1QbsXWbC	1555	1722310617	kayra-v1	1.87	New Story (12)
CDCyoXWNaZz29h88tw7kh	1186	1712782305	kayra-v1	2.5	New Story (12)
NYzcZqIwE2dVhIWcntH2Q	1689	1719414910	kayra-v1	1.5	New Story (12)
OjbqkDaoYfoICL5CsC_Lm	1557	1724206388	glm-4-6	1.15	New Story (12)
QjZCa2vLw9Z8X1Q2JdnjA	1781	1700184573	kayra-v1	1.9	New Story (12)
None	853	1703709187	kayra-v1	1.5	New Story (12)
None	1629	1643841043	clio-v1	2.5	New Story (12)
jmbRZXX_Nk3kHprn9soWN	1197	1703078157	kayra-v1	1.45	New Story (12)
None	1737	1680380728	clio-v1	2.5	New Story (12)
mIiMo5cB3JrE900pk7_iI	1536	1678902281	kayra-v1	1.48	New Story (12)
None	1027	1712697480	kayra-v1	1.43	New Story (12)
qzDosRa7PstisXKPfPS8I	1187	1690027531	kayra-v1	2.5	New Story (12)
uw-8JbT2VpskXPVm_y9p6	1133	1725346871	llama-3-erato-v1	1	New Story (12)
v6dA-Gd28Pb-OGQ4EmDbA	1781	1700184573	kayra-v1	1.32	New Story (12)
v_QmAFcBy2PFnPwABg-G3	1133	1725346871	llama-3-erato-v1	1	New Story (12)
None	1197	1703078157	kayra-v1	1.45	New Story (13)
7SAV7WW4UGwKoeeeDbJ-r	1781	1700184573	kayra-v1	1.52	New Story (13)
CWwjIP3aOSIYm3r26sB8j	1536	1678902281	kayra-v1	1.48	New Story (13)
Fdge6k5Oc5ydXVk8s1RHF	1781	1700184573	kayra-v1	1.51	New Story (13)
HVcvgTPSLzp0i6FMLvVtD	1737	1680380728	clio-v1	2.5	New Story (13)
JX7XpsC3G8oUFrX3lfVMB	1555	1722310617	kayra-v1	1.87	New Story (13)
OAjfXwYCsD-sxWbkerM9J	1536	1678902281	kayra-v1	1.35	New Story (13)
VOXlrjuTTydgstlLl-DhG	1186	1712782305	kayra-v1	1	New Story (13)
WP2WVxtHZQ0T-y62hgPSr	929	1709601920	kayra-v1	2.5	New Story (13)
Y3VQcBvPHJyC46iK4CyZn	1027	1712697480	kayra-v1	2.5	New Story (13)
cwa55LXQiekHG80B-tkC7	1689	1719414910	kayra-v1	1.16	New Story (13)
dQhG6_9V_bqKO1LBcXtH4	853	1703709187	kayra-v1	2.5	New Story (13)
e5_-LYkm2tpHu8hO_uJM2	1557	1724206388	glm-4-6	1.35	New Story (13)
g1XBzkElC73lzB81mhojb	1737	1680380728	kayra-v1	1.64	New Story (13)
kk1G_VhoRf1Dms_CjfLto	1133	1725346871	llama-3-erato-v1	1	New Story (13)
sIMZpZoFfJlHTMMEBh6Sd	1492	1678632380	krake-v2	2.5	New Story (13)
s_f-xnSpDC0V0uBa4E9G6	1781	1700184573	kayra-v1	0.9	New Story (13)
2KL7LPxsnEtLpf8ZXVFr-	1737	1680380728	kayra-v1	1.5	New Story (14)
71XBE6z5zzU-eqe5SvzP7	1186	1712782305	kayra-v1	1.5	New Story (14)
JcxYO8qqJl_wT1X5UaP7f	1781	1700184573	kayra-v1	2.5	New Story (14)
hju31naY7jvH5JSpRETq0	1536	1678902281	kayra-v1	1.8	New Story (14)
jBUeTSbvDNLZtiS5dFnwE	1689	1719414910	kayra-v1	1.5	New Story (14)
jEFbaXfW53aH6-EJDs11S	1555	1722310617	kayra-v1	1.2	New Story (14)
jjCCVYU5juwOmEcp9dU69	1536	1678902281	kayra-v1	1.25	New Story (14)
kSI1m8jDvOzFf5tSe95HF	1536	1678902281	glm-4-6	1.35	New Story (14)
l6RWvkBySYJBceXWsLUQy	853	1703709187	kayra-v1	2.5	New Story (14)
pN1LfoRBJJFucOGp9K62C	1027	1712697480	kayra-v1	1.69	New Story (14)
uPnp1RKUgcN6iQc7TDk7U	1492	1678632380	krake-v2	2.5	New Story (14)
whAlV4_jXh4u79P3qte9y	1781	1700184573	kayra-v1	1.48	New Story (14)
xmaeIVmlcDBYJ0ZB-Q3Eo	929	1709601920	kayra-v1	1.5	New Story (14)
19iTnfL4DWJ3DpTPfrFnM	1186	1712782305	kayra-v1	2.5	New Story (15)
2D03fRbkuXADyU3AVRs3L	1536	1678902281	kayra-v1	1.06	New Story (15)
9nyzDDE4rVYPH5r4T-hlT	1781	1700184573	kayra-v1	1.6	New Story (15)
BnpDvngkbyu0K1_AvI0Ou	1492	1678632380	krake-v2	2.5	New Story (15)
M0a9SORIbnMOb9WswpxU6	1781	1700184573	kayra-v1	2.5	New Story (15)
buGExUmPP4oU9LaRluwFN	1555	1722310617	kayra-v1	2.04	New Story (15)
iJfXTu9g7Pex2YGoW7J0-	853	1703709187	kayra-v1	2.5	New Story (15)
lfclQ_nMwqK4qTctYXYFN	1536	1678902281	kayra-v1	1.4	New Story (15)
nJ67jl7b-JMVEyso25pwB	1027	1712697480	kayra-v1	1.4	New Story (15)
qJxVhdd1iEE2Kfop14-Rc	1689	1719414910	kayra-v1	1.5	New Story (15)
vzmfNpFNaFd4lDHJ14vKt	929	1709601920	kayra-v1	2	New Story (15)
wUpxZLWVPyJNGuPmDakJH	1737	1680380728	kayra-v1	1.5	New Story (15)
5GgyhGCnRRLCR9Ox9Harf	1689	1719414910	kayra-v1	1.16	New Story (16)
BAO4u9rmB9A75NTzxmKTB	1536	1678902281	kayra-v1	1.4	New Story (16)
CoKi6fXhokWacpnKOYG8f	1737	1680380728	kayra-v1	1.5	New Story (16)
FFyf2eA1l3HgPGigfCUkQ	1555	1722310617	kayra-v1	1.62	New Story (16)
QFsSDG2BkfLNHm20AQY54	1027	1712697480	kayra-v1	1	New Story (16)
_c-Hel31I9fo8N6Bn1CMI	1186	1712782305	kayra-v1	1.16	New Story (16)
_sPNzkgh297jS0e6grj39	1781	1700184573	kayra-v1	2.5	New Story (16)
None	1492	1678632380	krake-v2	2.5	New Story (16)
qSOPufzM4qZkIy62wBLhD	929	1709601920	kayra-v1	2.5	New Story (16)
vj2rWqlH-fZbbP4ws2eGP	853	1703709187	kayra-v1	2.5	New Story (16)
xQJ6PODb-FP5W1U4MlXby	1536	1678902281	kayra-v1	1.38	New Story (16)
z412Ev-66CcS60WTgOIL_	1781	1700184573	kayra-v1	1.13	New Story (16)
3zGaP9BcPBkPhOXniZnp9	1492	1678632380	krake-v2	2.5	New Story (17)
A9eeuqObEkS-ZdwanL-8r	929	1709601920	kayra-v1	1.6	New Story (17)
Dqmmv5U6v-KRLqbWqSY-Q	1027	1712697480	kayra-v1	1.44	New Story (17)
Q1AXbvI_1SwHHH8Ty3uNn	1781	1700184573	kayra-v1	2.5	New Story (17)
agPZtPhJgJkXm3qcczZcg	1492	1678632380	krake-v2	2.5	New Story (17)
cjnnoQFUlmZCG3CXPnAbh	1536	1678902281	kayra-v1	1.38	New Story (17)
mhED1iklBRpxUWfCOKptL	1555	1722310617	kayra-v1	1.62	New Story (17)
piP1lQN0phzKcYJbi25QK	1689	1719414910	kayra-v1	2.5	New Story (17)
qMHCTI5C-ZbOITbnkIssY	1737	1680380728	kayra-v1	1.5	New Story (17)
ypHJ2m8do3wo-Ve9N8avt	853	1703709187	kayra-v1	1.43	New Story (17)
4BlhjZB840SKmvjJSnA6u	1781	1700184573	kayra-v1	1.7	New Story (18)
72Xg7SuvQ5_JtIYf6DzBP	1492	1678632380	krake-v2	2.5	New Story (18)
NFlM2ZcNVRID2UIRjVgJT	1492	1678632380	krake-v2	2.5	New Story (18)
PrI66Yy8CBY8tDHEYeLbf	1027	1712697480	kayra-v1	1.32	New Story (18)
RvNsQ4GFdnb-xoPaQHEi5	1737	1680380728	kayra-v1	1.5	New Story (18)
dUGPIdVcsf9ee7tJUlXOB	853	1703709187	kayra-v1	1.43	New Story (18)
CRsUW2G09BW2rKec7NrDN	1027	1712697480	kayra-v1	1.36	New Story (19)
Kdosxn7UJtdPkVR0iGWWV	853	1703709187	kayra-v1	1.43	New Story (19)
LzXqdCc5H2JVPJkD09RkB	1492	1678632380	clio-v1	2.5	New Story (19)
M7J7L1Ezd7vIiFGttU0yB	1492	1678632380	krake-v2	1.33	New Story (19)
SHjgsJQaZBRjnA_NjShYz	853	1703709187	kayra-v1	2.5	New Story (19)
_WWn8G6c-3UGO9AG84Q4e	1492	1678632380	krake-v2	2.5	New Story (19)
uEq7L-WX59fK3rPI-IM5E	1492	1678632380	clio-v1	1.21	New Story (19)
yGE3JO_sTfhiU6CZIfYLA	1781	1700184573	kayra-v1	1.7	New Story (19)
uVG2X0hQzwevFuuhpiGw9	1523	1684441373	krake-v2	1.1	New Story (1) Redjack
-KWX_yShjwlh91QGWoLpP	1672	1703602244	kayra-v1	1.69	New Story (1)
-O2cS2i5PFYulXhtipQRx	1190	1690589761	kayra-v1	1.31	New Story (1)
-QmkbHvrkaiIYXhq0XgOT	457	1713986522	kayra-v1	1.5	New Story (1)
-cvrQSOTdza6CKOJTRtmd	1759	1677991841	kayra-v1	1.42	New Story (1)
-kVQYWO_MKAJqvWlJhxXi	504	1648194969	kayra-v1	1.44	New Story (1)
-xfxHyzhKj7Su3ZQsmISu	1275	1739758389	llama-3-erato-v1	1.37	New Story (1)
00R8CumKYijqfem1YfT_1	1706	1678037809	euterpe-v2	1.21	New Story (1)
01wpyQJl_xbwwjewXotQC	1000	1699045019	kayra-v1	2.47	New Story (1)
0aLIMNohXXlfwTZsdHcHe	1361	1727316318	llama-3-erato-v1	1.37	New Story (1)
1DlAmFb5KzReqOxCWF1Gn	464	1691975942	kayra-v1	2.5	New Story (1)
1_O5WPgyasuLYRlLWC-XX	465	1664354819	kayra-v1	1.35	New Story (1)
1u7YB7wdfVlX48RezERF2	1397	1756078600	kayra-v1	1.4	New Story (1)
2JEOwe7Cu6skHebWZIS1E	1507	1716643144	kayra-v1	1.28	New Story (1)
2oHC4nU3NZHS7KJ-oSQiu	1729	1740958042	llama-3-erato-v1	1	New Story (1)
2ubYAirwBVr2AHtzc5Ye3	469	1673245955	euterpe-v2	2.5	New Story (1)
2vhUkTwWseXOVFpdMsNmK	1282	1749558445	llama-3-erato-v1	1.37	New Story (1)
31Va0KmphBbIEsSGQLX9c	1030	1708634419	kayra-v1	2.5	New Story (1)
3UWNVo3TBX2Z9LInKwoRi	1259	1678399865	euterpe-v2	1.25	New Story (1)
4K2Dcz35crMXaWNrNXZiQ	1277	1708980177	kayra-v1	2.5	New Story (1)
4srpkqahL-kzKYTWhDn2N	1284	1732996786	llama-3-erato-v1	1	New Story (1)
4ubbhei5iBbzv5uPK-pHs	1598	1709914564	kayra-v1	1.34	New Story (1)
4yYAvSQCskVNSZbfBPfFj	476	1744335100	llama-3-erato-v1	1.37	New Story (1)
5Sk6Yv6RD9FMMYrUZSW6d	477	1726800906	kayra-v1	1.5	New Story (1)
5YbtL78zVvw6TbvxOcyXQ	1536	1678902281	clio-v1	2.5	New Story (1)
5nzE4X5V4t7So97G9OKyl	1377	1725218677	kayra-v1	1.35	New Story (1)
6rCYCa3uA1o3BuM-4UKD8	1485	1744243130	llama-3-erato-v1	1.42	New Story (1)
7fVrO06MzxsYDfzvArh1N	1700	1733073964	llama-3-erato-v1	1	New Story (1)
8C9MA-_0sjuQvGClRHz9t	1357	1718303699	kayra-v1	2.5	New Story (1)
8vWtITGW8oFm473k2HKYv	1398	1703555594	kayra-v1	2.5	New Story (1)
8xy5HT7Wr4JC-48zVujQ9	1339	1698559241	kayra-v1	1.49	New Story (1)
9ba2RalZU4ElbWU8Gje1p	1663	1722893774	kayra-v1	2.5	New Story (1)
9g7Zhm85lOzBqG7u_70XH	1261	1702171863	kayra-v1	1.5	New Story (1)
A2Zq-hTwGp4LriFI1OJ8p	1762	1691971754	kayra-v1	2.5	New Story (1)
AJUYSio-67xmhkmuTbSXx	1370	1673220625	krake-v2	1.35	New Story (1)
ANgwWTFv3G3cbltptuzW-	1726	1681773275	kayra-v1	1.47	New Story (1)
ASa7K5l_r5Wq3GWhD8Fmy	965	1704463565	kayra-v1	0.1	New Story (1)
AVmNrFV_Nx1ymttW6KHd_	491	1685810809	clio-v1	2.5	New Story (1)
AfdDFD3pkM0wzIgJSZnDj	1538	1725475674	llama-3-erato-v1	1	New Story (1)
B99juAVUB7eVczD48KBKf	1484	1699119080	kayra-v1	1.73	New Story (1)
BHlRv-3xwOsmBEtTuNlha	1416	1741898387	llama-3-erato-v1	1	New Story (1)
BJKjk6kStLThBpC24cAto	1706	1678037809	euterpe-v2	1.63	New Story (1)
BMoe65DarRoejeglzbn7w	1489	1695521731	kayra-v1	1.64	New Story (1)
BqblXnb-96_4HwUsIXT1r	1843	1678192637	euterpe-v2	0.63	New Story (1)
CGTDA4dvCeRwhwFiAKGp_	718	1725030110	glm-4-6	1.38	New Story (1)
None	1287	1738197492	llama-3-erato-v1	1	New Story (1)
CaWc6yrKoxpvbJnLAihgd	1412	1696353904	kayra-v1	1.44	New Story (1)
CavmtXT_xzjUovlOQM7jH	1502	1735949606	llama-3-erato-v1	1	New Story (1)
CdL8VZan1zcr-9e5kEEw7	1778	1696450911	kayra-v1	1.53	New Story (1)
D9uVYh88zTjaW98UlSWnf	1036	1726130230	glm-4-6	1.12	New Story (1)
None	504	1648194969	kayra-v1	1.6076	New Story (1)
E7opTHsQQStI3yN89FGzd	1376	1724668449	kayra-v1	1.35	New Story (1)
EBDVtwZtmrLfbs1MDfvPF	506	1678117086	euterpe-v2	1.57	New Story (1)
EU014kftYfhuu_7-RYJit	1089	1709094039	kayra-v1	1.41	New Story (1)
Eq2-VPOkKWe5RngA00gtD	1220	1691981581	kayra-v1	2.08	New Story (1)
EwxKmXRs2hlcNxEgI-8KX	509	1647224563	clio-v1	2.5	New Story (1)
F1ia80wz9CinA5TF9dE1t	1387	1748605266	llama-3-erato-v1	1.37	New Story (1)
FBXHXwUIA7PJ10lyzvRl7	511	1694240520	kayra-v1	1.36	New Story (1)
FO8bzjFrDoiVayWTl8Mja	1644	1734055613	llama-3-erato-v1	1	New Story (1)
FUNlyZG6R_MAvst7UY1la	1372	1749808858	kayra-v1	1.35	New Story (1)
GE4kVbTYpeQHJ6DmZhAdz	514	1745805021	llama-3-erato-v1	1.37	New Story (1)
GEyfbT-eQeCX-2FVnUsNF	1754	1686135813	clio-v1	1.55	New Story (1)
GfjVE0sQ-0CIHOzWSTHAP	1266	1698101884	kayra-v1	2.04	New Story (1)
Gq9Jy4YfUuTWIdSDTVzSA	1661	1725863951	kayra-v1	2.5	New Story (1)
H22-PoRgegjPB6LvbAWFN	1603	1708193919	kayra-v1	2.5	New Story (1)
HVYQbq6D0tC4TS3mtzVls	1219	1721324229	kayra-v1	2.5	New Story (1)
HXXlzy7cS2e-DcrSd9Zud	1092	1734881333	llama-3-erato-v1	1	New Story (1)
IHNDzIidXYJ_g31eXqH0z	1537	1710638805	kayra-v1	1.44	New Story (1)
IU7wlu1O0shCj9_g1MTpa	1133	1725346871	kayra-v1	1.35	New Story (1)
J-Uygae3yRO5QmyEjcEOL	1629	1643841043	krake-v2	2	New Story (1)
J0EHo0O7N39FRC3A8i4yO	524	1703709187	kayra-v1	1.6	New Story (1)
JU3bNw6RHXps79qlXFBcj	1947	1693777941	kayra-v1	1.77	New Story (1)
JeuE3I6R-nv3kFKzAIAcS	791	1725389535	kayra-v1	1.35	New Story (1)
K95oMayS2H-RQmCj0sNEW	1270	1667488830	glm-4-6	1	New Story (1)
KY5HrT1Mqm_a57t3pLva4	1200	1696564192	kayra-v1	1.56	New Story (1)
KaCAXHuz2MuoNrCgMsOYG	913	1685575086	clio-v1	1.21	New Story (1)
KaKQknbVtLtXlzk6fq6Y6	1536	1678902281	euterpe-v2	1.54	New Story (1)
KpinErTq7gOnNao22f1Yz	1751	1695086029	kayra-v1	1.81	New Story (1)
KuSlZVDFOTGTpizxFsk79	1567	1725626228	kayra-v1	2.5	New Story (1)
L82YCiY639btrSvwR2Krq	1269	1697469250	kayra-v1	1.54	New Story (1)
LntNQte2dvEWDQKi7K3xS	1274	1685810809	kayra-v1	2.5	New Story (1)
LuhssE8LtEqol0xXWts_R	1781	1700184573	kayra-v1	1.35	New Story (1)
